Regulator	Target	MI
NFKB1	CXCL1	1
ZBTB7A	PKM	-1
MTA1	RNF144A	-1
MYC	CLU	-1
RPL11	NCL	-1
E2F1	FZD1	1
E2F1	MYB	1
MYB	E2F1	1
E2F2	MYC	1
E2F1	MYC	1
MYC	E2F1	1
E2F3	MYC	1
MYC	E2F3	1
SRSF1	MYC	1
MYC	SRSF1	1
IRF1	CCNB1	-1
CREBBP	KIT	1
RELA	PLIN1	1
STAT3	BIRC5	1
BIRC5	STAT3	1
BIRC3	STAT3	1
IRF9	CCND2	-1
HMGA1	BRCA1	-1
BRCA1	HMGA2	-1
SMAD3	FOXP3	1
SP1	P4HA1	1
SMAD4	FOXO1	1
SMAD4	FOXO3	1
FOSL2	LAMA3	1
IRF1	CCNE1	-1
GATA2	NOTCH1	1
NOTCH1	GATA3	1
RELA	ABCG2	1
KAT2B	SMAD4	1
SMARCD3	SLC27A1	1
TCF3	BBC3	-1
ABCB1	RELB	1
RELA	ABCB1	1
ABCB1	RELA	1
HMGA1	PTGS2	1
CLOCK	PER1	1
PER1	CLOCK	1
CLOCK	PER3	1
CLOCK	PER2	1
PER2	CLOCK	1
NRF1	ATP5F1B	1
GTF2I	HSPA5	1
MAX	MMP9	1
MAZ	MMP1	1
SP1	ELMO3	1
POU5F1	NR5A1	1
TBL1XR1	ALAS1	1
USP7	GLI1	1
FOS	MSH2	1
CTNNB1	KCNIP4	1
XBP1	EDEM1	1
ING1	CASP3	1
ING4	CASP3	1
HSP90B1	HIF1A	1
TFDP1	CDC25C	-1
NFKB1	CXCR2	1
NFKB1	CXCR4	1
TFDP2	CDC25C	-1
CTDP1	CHEK1	1
NFIB	C4BPB	1
NFIA	C4BPB	1
NFIC	C4BPB	1
CD40LG	IRF4	1
NCF1	HBP1	-1
HBP1	NCF1	-1
RUNX3	PEA15	-1
FDPS	YY1	-1
SCGB1A1	CEBPA	1
FOS	MT2A	1
EPCAM	TCF7L2	1
VHL	AR	1
MAMLD1	PLXND1	1
FOXM1	CDC25B	1
FOXM1	CDC25A	1
PROX1	NR5A2	-1
SMARCD3	G0S2	1
SPI1	RBPJ	1
CDC26	CXCL8	1
SPDEF	SQSTM1	1
CDC27	CXCL8	1
AHRR	CYP1A1	-1
CDC23	CXCL8	1
STAT3	EGFR	1
NFKB1	OPTN	1
B4GALT3	FOXO1	-1
PPP1R13B	BAX	1
PLAGL2	NCF2	1
CREBBP	NR4A1	1
HOXA9	RELA	-1
ARNT	HIGD1A	1
CDC16	CXCL8	1
MED1	ME1	1
KLF4	SOD1	-1
MAX	CDCA7	1
OAT	AR	1
APC	MYC	-1
E2F1	H19	1
H19	E2F1	1
JUN	DCN	-1
MLLT10	CDKN1A	-1
RFWD2	PLAU	-1
ESR1	KCTD6	1
ZFHX3	AFP	-1
HIC1	VEGFA	-1
TP53	HIC1	1
HIC1	TP53	1
MYC	DKC1	1
HNF4A	SERPINC1	1
STAT3	DDIT3	-1
HMGA1	CDH1	-1
ERG	ILK	-1
IRF7	ATF4	1
AGO2	CHD1	-1
AGO1	CHD1	-1
AGO4	CHD1	-1
AGO3	CHD1	-1
WT1	UBE2I	-1
NRF1	TFB2M	1
SSRP1	RAD51D	1
IL8	NFKB2	1
FOS	MMP2	1
FOS	MMP1	1
NFKB1	IL6	1
IL6	NFKB1	1
NFKB1	IL2	1
FOS	MMP9	1
CREBBP	ANGPTL4	1
POU2F1	MAD2L1	1
FBLN2	CTNNB1	-1
PBX1	HOXB1	1
NFKB1	XIAP	1
NRF1	TFB1M	1
STAT3	PAX3	-1
SIRT1	NBN	1
ELK1	EZH2	1
AXIN2	E2F1	1
NF1	AFP	-1
EP300	CCND2	1
EP300	CCND1	1
CREBBP	CYP4A11	1
CTBP1	CLDN7	-1
BAMBI	CTNNB1	1
CCND2	GLI1	1
CCND1	GLI2	1
DLX5	MYC	1
EP300	CCNE1	1
EP300	CCNE2	1
CHRM1	AR	-1
NR0B1	AMH	-1
CBFB	PRKCQ	1
RELA	PLAUR	1
PGC	AR	1
TBL1X	FDFT1	1
NFIX	CDKN1A	-1
HDAC1	BCL2A1	1
CREM	CREB1	-1
KRT19	FOXO1	-1
NFIA	CDKN1A	-1
CBFB	PRKCB	1
STAT4	RAP1B	-1
TP53	COL18A1	1
LEPR	SOCS3	-1
ZFP36	LATS2	-1
SP1	ITGA5	1
STAT4	PAK2	-1
SP1	ITGB5	1
SP3	ITGB5	1
ZNF24	CTNNB1	1
SP1	ITGAD	1
SP3	ITGAD	1
RFX1	MAP1A	-1
RFX3	MAP1A	-1
KIT	MITF	1
MITF	KIT	1
SP4	MAOB	1
HES1	BGLAP	1
NFKB1	LPL	1
SMARCD3	AGT	1
FOSL1	CDKN2A	1
TFDP2	MYBL2	-1
PPARA	NPAS2	1
NPAS2	PPARA	1
IL12A	FASLG	1
IL12B	FASLG	1
PAX5	CD79A	1
HELZ2	TRIB3	1
NFE2L2	CXCL8	1
ELOA2	FANCI	1
ELOA3	FANCI	1
FOXA1	RPRM	-1
ETS2	ANPEP	1
ETS1	ANPEP	1
ING4	CCND1	-1
NCOA6	FDFT1	1
NCOA2	FDFT1	1
NCOA1	FDFT1	1
REL	IL2RA	1
CREB1	CYP19A1	1
JUNB	IL10	1
RELA	SOD2	1
DDIT3	BBC3	1
IL12RB1	ITGA3	1
VHL	HIF1A	-1
RELA	JUNB	1
NFKB1	ABCA1	-1
IL12B	TNF	1
CDKN2A	BIRC5	-1
POU5F1	ZFP42	1
KAT2A	HSPD1	1
KDR	E2F1	1
CD247	EOMES	1
PTEN	CTNNB1	-1
NR5A1	MC2R	1
EWSR1	MITF	1
TP53	STEAP3	1
MYC	CDC34	1
NFIX	CHI3L1	1
SP1	DHFR	1
TFDP1	RBBP8	-1
TFDP2	RBBP8	-1
TFDP1	RBBP4	-1
TFDP2	RBBP4	-1
CEBPB	PPARG	1
PPARG	CEBPA	1
CEBPA	PPARG	1
CEBPD	PPARG	1
JUN	E2F1	1
JUN	E2F4	1
PTTG1	PTTG1IP	1
SPI1	IL1B	1
POLR2F	ATR	1
POLR2K	ATM	1
POLR2E	ATR	1
POLR2J	ATM	1
POLR2H	ATR	1
POLR2G	ATR	1
POLR2L	ATM	1
POLR2J	ATR	1
POLR2I	ATR	1
POLR2L	ATR	1
POLR2K	ATR	1
POLR2A	ATM	1
SF1	MC2R	1
POLR2C	ATM	1
POLR2B	ATM	1
POLR2E	ATM	1
POLR2D	ATM	1
POLR2B	ATR	1
POLR2G	ATM	1
POLR2A	ATR	1
POLR2F	ATM	1
POLR2D	ATR	1
POLR2I	ATM	1
SUPT5H	MDC1	1
POLR2C	ATR	1
POLR2H	ATM	1
SP1	DHCR7	1
ARNT	RORA	1
CEBPE	PRG2	-1
HIF1A	EDN1	1
AR	SERPINB5	-1
NFKB1	CFLAR	1
STAT6	EGR2	1
MYC	CDCA7	1
JUNB	MMP9	-1
PRKCZ	MMP9	1
CBFB	ITCH	1
CARM1	PLIN2	1
ETS1	TNC	1
SOX2	ABCC3	1
SOX2	ABCC6	1
SOX9	COL11A2	1
YBX1	EGFR	1
ETS1	TRA	1
TAF9	CDKN1A	1
TAF1	CDKN1A	1
NOTUM	CTNNB1	1
SP3	NOS3	1
SP1	NOS3	1
ARNT	SERPINE1	1
TGS1	TNFRSF21	1
CHD9	RGL1	1
TFCP2	PAX6	1
IRF1	CD40	1
ZEB2	ITGA5	1
WWTR1	SERPINE1	1
NFATC4	TP53	-1
IRF7	CD80	1
GOSR1	GLI1	-1
ZNF444	SCARF1	1
SMARCD3	GLIPR1	1
NFKB1	PROX1	1
PPARG	FASLG	1
HDAC10	TXNIP	-1
EGR1	EP300	1
EP300	EGR1	1
HIF1A	GCK	1
USF2	IGF2R	1
LAMB3	GLI2	-1
ETS1	MMP13	1
ATF2	SERPINB5	1
MKL1	COL1A1	1
ETV4	MMP14	1
CDX2	IGFBP3	-1
AKT1	TERT	1
STAT3	IL6	1
STAT6	IL5	1
STAT6	IL4	1
STAT3	IL2	1
ST6GAL1	HNF1A	1
E2F2	CASP7	-1
E2F3	CASP7	-1
RBL2	TOP2A	-1
PPARA	PEX11A	1
HIF3A	EPO	1
GTF2H5	ATM	1
GTF2H4	ATM	1
GTF2H2	ATR	1
GTF2H1	ATR	1
GTF2H4	ATR	1
GTF2H3	ATR	1
SMARCD3	FABP1	1
GTF2H5	ATR	1
GTF2H1	ATM	1
GTF2H3	ATM	1
GTF2H2	ATM	1
SP3	NOX4	1
GTF2F2	ATM	1
GTF2F2	ATR	1
GTF2F1	ATR	1
GTF2F1	ATM	1
PBX2	EMX2	1
CEBPB	PCK2	1
VEGFA	SMAD2	1
VEGFA	SMAD3	1
PLAGL2	METAP2	1
TBX5	CDKN2A	1
PTGDR	SULT2A1	1
ZEB2	CXADR	-1
ZEB1	CXADR	-1
ZNF148	SOX18	-1
RUVBL1	TP53	-1
TFDP1	PCNA	1
TGS1	HMGCR	1
NAB2	BCAR1	1
ETV4	VIM	1
STAT6	LTA	1
MYO15A	GLI1	1
CTNNB1	SALL4	1
MECP2	PPARG	-1
FOSB	TIMP1	-1
STAT3	S1PR1	1
KLF4	ALPI	1
PTEN	GLI2	-1
LEFTY2	FOXO1	1
POU1F1	GHR	1
POU1F1	GH2	1
STAT3	LEP	1
POU1F1	GH1	1
LIN37	TOP2A	-1
YY1	HAS2	-1
SP1	CENPH	1
SP3	CENPH	1
FOXO1	RBL2	1
RBL2	FOXO4	1
FOXO4	RBL2	1
FOXO3	RBL2	1
STAT3	LBP	1
RB1	MAD2L1BP	-1
EGR1	BCAR1	1
UBE2C	IL6	1
SOX2	ASXL1	1
CBFB	RORC	1
ID2	HIF1A	1
HIF1A	ID2	1
LIN54	TOP2A	-1
LIN52	TOP2A	-1
E2F4	PCLAF	-1
E2F6	PCLAF	-1
GLS2	CEBPA	1
TFAP2A	NR3C1	1
CHD9	FDFT1	1
STAT3	IFNAR1	1
STAT3	LIF	1
PRKCA	ICAM1	1
ABL1	TP53	1
PRKCB	ICAM1	1
PRKCE	ICAM1	1
PRKCD	ICAM1	1
PRKCG	ICAM1	1
PRKCH	ICAM1	1
PRKCQ	ICAM1	1
SMARCD3	FHL2	1
NPAS2	PER2	1
NPAS2	PER1	1
ATF2	CSRP2	1
HNF4A	SHBG	1
HIF1A	HK2	1
HIF1A	HK1	1
WT1	ETS1	1
ETS1	WT1	1
LIMD1	HIF1A	-1
KLF9	PMAIP1	-1
INHA	LEF1	1
NR2C2	LHCGR	1
NFKB1	TIMP1	-1
EGR1	PTGS2	-1
LEF1	CD1D	-1
EGR1	PLAU	1
ARNTL2	SERPINE1	1
FOXD3	RARB	1
FOXO1	RAG2	1
IL10	CCL3L1	-1
FOXO1	RAG1	1
CBFB	RSPO3	1
SMARCD3	FADS1	1
STAT1	KIT	1
LEF1	CDH1	-1
ZNF143	BUB1B	1
MED1	TIAM2	1
KHDRBS1	LEP	1
RARS	FOXO1	1
CARM1	ABCB4	1
CARM1	ABCA1	1
SRY	WDR5	1
ELOA3B	FANCD2	1
HIF1A	CA9	1
NRF1	FXR2	1
ATP1B4	SMAD7	1
IFNB1	YY1	-1
ELOA3D	FANCD2	1
IL4	ANXA1	1
HIF3A	CA9	1
ETS1	PF4	1
FGA	STAT3	1
STAT3	FGG	1
HOXB1	TCF4	-1
FOS	STAT1	1
FOS	STAT3	1
STAT3	FOS	1
STAT6	FOS	1
YY1	EPAS1	-1
TYK2	IL24	1
TYK2	IL1B	1
TYK2	IL19	1
ACAT2	SREBF1	1
RELA	CFTR	1
REST	NRP1	-1
ATF5	BCL2	1
ESR1	PRL	1
BTG2	CCND1	-1
PURA	PCNA	-1
CREB1	ACACA	1
POU4F2	BAX	1
KLF2	CDKN1A	1
KLF4	CDKN1B	1
KLF4	CDKN1A	1
KLF4	CDKN1C	1
KLF6	CDKN1A	1
MNAT1	BRCA1	1
NPM1	MYC	1
MYC	NPM1	1
CEBPA	GFI1	1
PPARD	LPL	1
PPARG	LPL	1
PPARA	LPL	1
HDAC9	TNFRSF10B	-1
SREBF1	ACACA	1
ACACA	SREBF1	1
SREBF1	ACACB	1
STAT1	IFNG	-1
STAT3	IFNG	-1
TP53	FOXM1	-1
EDN1	CTNNB1	1
EDN3	CTNNB1	1
NANOG	LXN	-1
CCND1	KLK3	-1
CCND3	KLK3	-1
RELA	GSTP1	1
NR1D1	PPARG	1
HDAC7	ACTN4	-1
PPARA	IL6R	-1
HIF1A	BAX	1
RELA	PPARG	-1
RELA	PPARD	-1
PITX3	TH	1
STAT3	F2R	1
KLF4	CCNB1	-1
FDPS	CREBBP	1
REL	EPHB2	-1
SPP1	JUND	1
KLF6	CCND1	-1
ETS1	PRL	1
JUND	SOX4	1
PMEPA1	AR	1
LEF1	RAG2	1
FOXA2	ACADVL	1
ZHX2	AFP	-1
E2F1	FBXO5	1
FBXO5	E2F1	1
FBXO5	E2F3	1
FBXO5	E2F2	1
FBXO5	E2F4	1
MTF1	PRNP	1
NFATC2	CD3G	-1
RARA	ANXA8	-1
TCF3	CDKN1A	1
MYB	PPP3CA	1
STAT3	TGFB1	1
ACADSB	FOXO1	1
HIF1A	ENG	1
PCGF6	E2F1	-1
SP1	PRKCE	-1
HIF1A	EPO	1
ATF4	NDC80	1
PRKCQ	TNF	-1
HIC1	MYC	-1
SIN3A	BDNF	-1
HIST1H3E	KDM4B	1
TBL1X	ABCB4	1
HIST1H4C	KDM4B	1
DLEU2	MYC	-1
DLEU1	MYC	-1
JAK2	GADD45B	1
STAT3	HGF	1
RXRA	SULT2A1	1
PAX5	PRDM1	-1
POU3F2	GNRH1	1
HIF1A	APEX1	-1
RELA	LCN2	1
CEBPB	HSP90B1	1
SPI1	CSF3R	1
JAK2	GADD45G	1
PPARGC1A	G6PC	1
SPI1	CSF1R	1
APOH	HNF1A	1
STAT4	BOLA2B	1
NRF1	CXCR4	1
TP63	RRAD	1
SMARCA4	AXIN2	1
APOB	HNF4A	1
SRY	ETV2	1
XRCC5	ETS1	-1
E2F1	RASGRP1	1
PLAG1	ABCC6	1
PPARG	APOBR	-1
PPARA	APOBR	-1
PPARA	APOC3	-1
TBL1XR1	UGT1A9	1
ATF1	PCSK1	1
TBL1X	PLIN2	1
PPARA	ME1	1
H3F3B	BCL2	1
SP1	SIGIRR	1
NFATC3	CDK4	-1
NFATC2	CDK4	-1
NFATC1	CDK4	-1
HDAC4	VCAM1	1
SP1	BACE1	1
TRERF1	CD40	-1
TRERF1	CD80	-1
E2F1	DNMT1	-1
TRERF1	CD86	-1
PPARG	ANGPTL4	1
ECM1	CTNNB1	1
PPARA	ANGPTL4	1
EP300	EDN1	1
EAPP	CDKN2A	-1
PPP1CB	GLI2	1
MYC	PRODH	-1
RELA	CSF1	1
GJA5	CTNNB1	-1
GJA4	CTNNB1	-1
ARNT	TFF3	1
NFATC2	IL13	1
NCOA2	TFF1	1
NCOA3	TFF1	1
NCOA7	TFF1	1
DDB2	BCL2	-1
STAT3	SHH	1
GTF2H2	FANCI	1
GTF2H1	FANCI	1
GTF2H4	FANCI	1
GTF2H3	FANCI	1
GTF2H5	FANCI	1
NCOA6	KLK3	1
NCOA2	KLK3	1
NCOA1	KLK3	1
NCOA2	KLK2	1
NCOA4	KLK3	1
ETV3	RELA	-1
ZBTB7A	PFKP	-1
GTF2F2	FANCI	1
GTF2F1	FANCI	1
FLI1	ERG	1
BIRC7	CTNNB1	1
ARNT	TERT	1
CREB1	LDHA	1
MEN1	JUND	-1
JAK2	ALOX12B	1
YBX1	MNAT1	-1
CREBBP	FHL2	1
FOS	FABP4	1
RAC1	CCND1	1
NELFCD	CTNNB1	-1
MSX1	HEY1	1
ATF3	MMP2	-1
THRAP3	PCK1	1
ALPI	GATA4	1
MYC	KIR3DL1	1
ONECUT1	TGFA	1
PAX6	SMAD3	-1
ELL	ATM	1
ELL	ATR	1
SIRT1	COL10A1	-1
TP53BP2	TP53I3	1
EGR1	TNFSF10	-1
SP1	HAS2	-1
SSB	HAP1	-1
FLI1	GP6	1
FLI1	GP9	1
BHLHE41	PER2	-1
STAT3	ZFP36	1
SIRT1	ADAMTS5	-1
POU2F1	PRL	1
NFE2L2	CAT	1
RELA	CTSB	1
CEBPA	HSPA4	1
MED1	GLIPR1	1
FOS	FMO4	1
ESR2	INSR	-1
RPTOR	PPARGC1A	1
ATM	FAS	1
ARNT	TFRC	1
HOPX	FOS	-1
MAX	KIR3DL1	1
PPARA	SREBF2	-1
SIRT1	HSF1	1
XBP1	ATP6V0D1	1
SOX10	COL11A2	1
HIF1A	NR4A1	1
NR4A1	HIF1A	1
TFAP2A	KIT	1
TFAP2B	KIT	1
NFKB1	SLC25A27	1
TP53	CHUK	-1
RELA	GTF2B	1
NFKB1	RIPK2	1
JUN	KDM6B	1
NFYA	PMVK	1
NFYC	PMVK	1
NFYB	PMVK	1
NFKB1	LTC4S	-1
PPARGC1A	LPL	1
YBX1	ANAPC4	-1
EPAS1	VEGFA	1
SP1	HSD17B1	1
SP1	HSD17B2	1
SP3	HSD17B2	1
POU1F1	PRL	1
RELA	BACE1	-1
RELA	CCL22	1
RELB	CCL21	1
RELA	CCL20	1
FOXM1	XRCC1	1
RELA	CCL11	1
RELB	CCL19	1
CD247	IFNG	1
HDAC1	EGFR	-1
IL13	CCL22	1
FOS	AGT	1
KLF4	ATF3	1
KLF6	ATF3	1
MTOR	HES5	1
NFYB	HSPA5	1
NFYA	HSPA5	1
NFYC	HSPA5	1
INSIG1	SREBF1	1
INSIG1	SREBF2	1
HDAC1	EGR1	-1
XBP1	DNAJB11	1
MTF1	HMGCR	-1
MAPK1	IFNG	1
MAPK3	IFNG	1
ETS1	TBXAS1	-1
EGR1	PTEN	1
CBX3	CDC7	-1
BTC	FOS	1
TWIST2	RUNX2	-1
TWIST1	RUNX2	-1
NCOA1	TGFA	1
NCOA3	TGFA	1
STAT1	TNF	1
STAT3	TNF	1
STAT1	GAST	1
STAT3	GAST	1
HDAC1	CCNA2	-1
HDAC1	CCND2	-1
RXRA	CD36	1
HDAC1	CCNE1	-1
HDAC2	CCNE1	-1
HDAC1	CCNE2	-1
PPP2R4	YY1	1
STAT3	STS	1
SP1	FASN	1
HIF1A	CITED2	1
HIF1A	PKM	1
RBPJ	CCND1	1
NFKB1	HPSE	1
PPARA	CYP4A11	1
CD4	FOS	1
FOS	CCK	1
SP1	TNFRSF10B	1
FLI1	ID2	1
CTCF	TERT	-1
BRCA1	IFNA1	1
CDCA7L	MAOB	-1
AR	IGF1R	1
ELF1	MEIS1	1
E2F1	CHEK2	1
DDIT3	SIRT1	-1
DDIT3	SIRT2	-1
PIN1P1	STAT2	1
NELFB	TFF1	-1
CREBBP	FABP7	1
EP300	CEBPA	1
EP300	CEBPE	1
DDIT3	NOS3	-1
HOXA10	KLF9	-1
CREBBP	FABP1	1
CREBBP	FABP4	1
MIF	HBP1	-1
HBP1	MIF	-1
MED1	ANKRD1	1
BRCA1	RAD51D	1
RAD51D	BRCA1	1
PTGDR	TP73	1
PITX1	JUN	-1
PPARD	TXN	1
CREBBP	GLIPR1	1
EP300	NPAS2	1
MYB	HBP1	-1
MYC	HBP1	-1
NPDC1	GLI1	1
MYCN	NTRK1	-1
ELOA3	CHEK1	1
ELOA2	CHEK1	1
TP53	TYMS	-1
TRAF6	VEGFA	-1
MAPK1	CHRNA1	1
MAPK3	CHRNA1	1
E2F1	HIC1	1
HIC1	E2F1	1
SUPT3H	CCND2	1
GATA1	TBXA2R	1
IL13	ALOX15	1
NFYC	CYP51A1	1
STAT1	MVP	1
NFYB	CYP51A1	1
HOXA10	IL15	1
STAT3	MYC	1
MYC	STAT3	1
STAT4	MYC	1
POU2F1	LCT	1
DUX4	HEY1	1
MAPK8	TRPC6	1
SUPT7L	CCND2	1
HOXB13	KLK3	-1
STAM2	MYC	1
NFYA	CYP51A1	1
PPARGC1A	OTC	1
UBE2C	CXCL8	1
FASN	MYC	1
ELK1	MECOM	1
MAML3	DLGAP5	1
MAML2	DLGAP5	1
MAML1	DLGAP5	1
AIP	AHR	1
MDC1	CHEK1	1
CHEK1	MDC1	1
HEY1	KDR	-1
HELZ2	GRHL1	1
TBL1XR1	HMGCS2	1
TBL1XR1	HMGCS1	1
RBBP4	CCNE2	-1
RBBP4	CCNE1	-1
ZBTB2	TP53	-1
ENC1	CTNNB1	1
HIF1A	CXCR4	1
FOXP1	KLK3	-1
XBP1	CTDSP2	1
FOXO1	KLK3	-1
ATM	ATR	1
ATR	ATM	1
TRRAP	CCND2	1
CREBBP	AGT	1
GCLC	SMAD3	-1
APOA1	EGR1	1
GPR143	MITF	1
TP53	CDKN1A	1
CREBBP	HINFP	1
TP63	CDKN1A	1
BTF3	MRVI1	-1
HSP90AB1	TP53	-1
TP53	HSP90AB1	-1
RBPJ	ACTA2	1
NR2F2	TFAP2A	1
MLX	FASN	1
RELA	LIPE	1
STAT4	MIF	1
TP73	CDKN1A	1
NANOG	CGA	-1
STAG2	MYC	1
STAG1	MYC	1
PTTG1	DOCK1	1
UBE2C	MYC	1
MYC	UBE2C	1
GTF2F1	MYB	1
GTF2F2	MYB	1
YBX1	SUMO1	-1
TP53	CDK1	-1
TP53	CDK2	-1
CREBBP	ODC1	1
ZFP36	ELAVL1	1
ATM	BAX	1
FOS	KDM6B	1
HOXB13	TCF4	-1
MYBL2	CDK1	1
MAX	COL1A2	-1
EDN1	SMAD3	1
UBA3	KLK3	-1
RUNX3	CAPN10	1
SPI1	ITGAX	-1
STAT1	PML	1
HIF1A	MET	1
ERCC2	TP53	1
TFAP2A	MYBL2	-1
HIF1A	MIF	1
ASH2L	ITGA2B	1
MAPK1	DUSP1	1
RXRA	ACADM	1
RUNX3	CDKN1A	1
SOX17	HNF4A	1
MAPK3	DUSP1	1
MAPK1	DUSP6	1
MAPK3	DUSP6	1
SP1	CERS2	1
RUNX1	NCAM1	1
STAT4	HSPA9	-1
PPARGC1A	NR1D1	1
DNMT1	MBD2	-1
NR0B1	NR1H4	-1
NFATC2	IFNG	1
NFATC1	IFNG	1
NFATC3	IFNG	1
MYC	COL1A2	-1
NFKB1	NAMPT	1
HAND2	NPPA	1
MYC	IFNA1	-1
FLI1	PHLDA1	-1
NFYC	GPAM	1
RELA	FOXP3	1
TAF11	FOXO1	1
NFYB	GPAM	1
CTNNA2	CTNNB1	1
NFYA	GPAM	1
CTNND2	CTNNB1	1
JUND	ITGAV	-1
TFAP2A	ACHE	-1
JUND	ITGB3	-1
POU2F1	IL3	1
STAT3	FSCN1	1
POU2F1	IL2	1
TP63	JAG1	1
HIF1A	LEP	1
FOXO1	RETN	1
TP73	JAG2	1
MED18	CEBPA	1
MED17	CEBPA	1
MED19	CEBPA	1
MED14	CEBPA	1
MED13	CEBPA	1
MED16	CEBPA	1
MED15	CEBPA	1
MED10	CEBPA	1
MED12	CEBPA	1
MED11	CEBPA	1
ILF3	ACRV1	1
ILF2	ACRV1	1
MED29	CEBPA	1
MED28	CEBPA	1
NANOG	AFP	-1
MED25	CEBPA	1
MED24	CEBPA	1
MED27	CEBPA	1
MED26	CEBPA	1
MED21	CEBPA	1
STAT3	OSM	1
MED20	CEBPA	1
MED23	CEBPA	1
MED22	CEBPA	1
MED31	CEBPA	1
MED30	CEBPA	1
TP73	JAK1	1
ETS2	CGA	1
TGS1	FDFT1	1
HDAC2	TGFBR2	-1
ATF4	SIRT2	-1
MYCN	EFNB3	1
FOXM1	ONECUT1	1
HIPK1	NPPA	1
HIPK2	NPPA	1
EP300	PCNA	-1
YBX1	CDKN3	1
EGR3	FASLG	1
REST	KCNQ2	-1
SP1	ATP2A2	1
SP1	ATP2A3	1
RUNX3	TXN2	-1
JUNB	CDKN2A	1
RELA	TLR7	1
RELA	TLR2	1
JUND	CDKN2A	1
E2F1	ISYNA1	1
ISYNA1	E2F1	1
REST	KCNQ3	-1
SP1	ATP2C1	1
KIF23	CUX1	-1
PSAP	AR	1
APC	NOS2	1
NFKB1	CDKN1A	-1
IL13	VCAM1	1
PLK3	E2F1	1
PLK1	E2F3	1
PLK1	E2F2	1
PLK4	E2F2	1
PLK3	E2F3	1
PLK4	E2F1	1
PLK3	E2F2	1
E2F1	PLK1	1
PLK1	E2F1	1
PLK4	E2F3	1
CREBBP	ANKRD1	1
NR3C1	EGR1	1
ELK1	TAGLN	-1
GLI3	GLI2	-1
LAMP1	MYC	-1
SOX9	CDKN1A	1
SOX6	CDKN1A	1
ATM	KLRK1	1
CEBPA	LEP	1
ESR1	DCT	1
ELOA	FANCI	1
PPARA	FABP1	1
ELOC	FANCI	1
ELOB	FANCI	1
FABP3	PPARA	1
PPARG	FABP4	1
CEBPB	LBP	1
RELA	VCAM1	1
IL2RB	GZMB	1
IL2RG	GZMB	1
IL2RA	GZMB	1
NR3C1	CXCL8	-1
NR3C2	EGFR	1
JAK2	TBX21	1
E2F4	CDC25A	-1
E2F4	CDC25C	-1
E2F5	CDC25A	-1
POLA1	SP1	1
MYC	BIRC5	1
FLI1	EYA3	1
ESR1	F12	1
MYB	BIRC3	1
TNRC6B	KPNA2	-1
TNRC6A	KPNA2	-1
RBL1	TFDP1	-1
TNRC6C	KPNA2	-1
NANOG	DPPA4	1
HES1	GHR	-1
NPAS2	NR1D1	1
NCOA2	AR	-1
SP1	NDUFV2	1
TP63	DDIT4	1
CEBPD	CXCL1	1
CEBPB	CXCL8	1
SP1	NDUFV1	1
TP53	DDIT4	1
NFYC	FXR2	1
NFYB	FXR2	1
NFYA	FXR2	1
CHD9	TNFRSF21	1
XBP1	NPPB	1
FOXO3	MYOCD	-1
LEF1	SNAI2	1
HES1	GAA	-1
HIST1H1B	RB1	1
ELK1	CITED2	1
AR	PTEN	1
NCOA6	GRHL1	1
TBL1X	SULT2A1	1
REST	KCNN4	-1
NCOA1	GRHL1	1
NCOA2	GRHL1	1
HDAC3	CLOCK	-1
TSC22D1	GLI1	-1
VCAN	CTNNB1	1
CTNNB1	VCAN	1
TP63	DICER1	1
TRAC	IFNG	1
EREG	FOS	1
GATA3	IL13	1
GATA3	IL10	1
WT1	VEGFA	1
HNF1B	PTF1A	1
VIM	CTNNB1	-1
RELA	GATA3	1
SETBP1	PTGER2	-1
E2F1	ERICD	-1
E2F3	ERICD	-1
DDB2	SOD2	-1
ESR1	AXIN2	1
GLI3	VMP1	1
PRDM1	MYC	-1
FOS	ESR1	1
MYC	PTPA	-1
MAPK11	SOCS3	1
MAPK14	SOCS3	1
FOSL1	HMOX1	-1
PPARG	BAD	1
RUNX3	CD36	-1
ETS2	ERG	1
ETS1	ERG	1
DKK4	CTNNB1	1
CTNNB1	DKK4	1
DKK1	CTNNB1	1
CTNNB1	DKK1	1
MYB	CEBPB	1
CEBPB	MYC	1
XBP1	KLHDC3	1
AMHR2	CTNNB1	1
NHLH2	HES1	-1
MED19	ADIPOQ	1
MED18	ADIPOQ	1
MED11	ADIPOQ	1
MED10	ADIPOQ	1
MED13	ADIPOQ	1
MED12	ADIPOQ	1
MED15	ADIPOQ	1
MED14	ADIPOQ	1
MED17	ADIPOQ	1
MED16	ADIPOQ	1
MED29	ADIPOQ	1
TFAP2A	CGA	1
MED22	ADIPOQ	1
MED21	ADIPOQ	1
TFAP2C	CGA	1
MED24	ADIPOQ	1
MED23	ADIPOQ	1
MED26	ADIPOQ	1
MED25	ADIPOQ	1
MED28	ADIPOQ	1
MED27	ADIPOQ	1
MED20	ADIPOQ	1
MYC	TFAP4	1
MED31	ADIPOQ	1
YY1	ZNF175	1
ZNF175	YY1	1
MED30	ADIPOQ	1
ESR1	AP1B1	1
NFIB	MBP	1
SNAI2	LPAR2	-1
MNAT1	FANCD2	1
STAT3	FGF2	1
LIMA1	CTNNB1	-1
DBP	CYP7A1	1
L3MBTL2	UXT	-1
CREBBP	NPAS2	1
